,molecule_chembl_id,canonical_smiles,standard_value
2189,CHEMBL1210359,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@@H](C)C(=O)NC2CCCCC2)cc(N(c2ccccc2)S(C)(=O)=O)c1,3.0
2190,CHEMBL1210360,CCOc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,3.0
2191,CHEMBL1210361,CC(C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,5.0
2192,CHEMBL1210362,CS(=O)(=O)N(c1ccccc1)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(-c2ccccc2)c1,13.0
2193,CHEMBL1210363,CS(=O)(=O)N(c1ccccc1)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCC2=O)c1,6.0
2194,CHEMBL1210364,CCS(=O)(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,14.0
2209,CHEMBL1210434,CS(=O)(=O)N(c1ccccc1)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(C2CCCC2)c1,4.0
2212,CHEMBL63354,O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12,1540.0
2213,CHEMBL255493,COc1cc(O)c2c(=O)cc(-c3ccc(O)c(-c4c(O)cc(O)c5c(=O)cc(-c6ccc(O)cc6)oc45)c3)oc2c1,1400.0
2214,CHEMBL378188,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1-c1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,2020.0
2215,CHEMBL450522,COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1-c1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,1580.0
2216,CHEMBL220745,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(O)cc6o5)ccc4O)c3o2)cc1,990.0
2217,CHEMBL377324,COc1cc(O)c2c(=O)cc(-c3ccc(OC)c(-c4c(O)cc(O)c5c(=O)cc(-c6ccc(O)cc6)oc45)c3)oc2c1,4180.0
2218,CHEMBL1208793,COc1cc(O)c2c(=O)cc(-c3ccc(O)c(-c4c(OC)cc(O)c5c(=O)cc(-c6ccc(O)cc6)oc45)c3)oc2c1,6250.0
2219,CHEMBL144630,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(OC)cc6o5)ccc4O)c3o2)cc1,4210.0
2220,CHEMBL208988,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1-c1c(OC)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,10000.0
2221,CHEMBL1208903,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(O)cc6o5)ccc4OC)c3o2)cc1,3010.0
2222,CHEMBL374055,COc1ccc(-c2cc(=O)c3c(O)cc(OC)c(-c4cc(-c5cc(=O)c6c(O)cc(O)cc6o5)ccc4O)c3o2)cc1,10000.0
2223,CHEMBL208578,COc1cc(O)c2c(=O)cc(-c3ccc(OC)c(-c4c(OC)cc(O)c5c(=O)cc(-c6ccc(O)cc6)oc45)c3)oc2c1,10000.0
2224,CHEMBL208908,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(OC)cc6o5)ccc4OC)c3o2)cc1,10000.0
2225,CHEMBL1208904,COc1ccc(-c2cc(=O)c3c(O)cc(OC)c(-c4cc(-c5cc(=O)c6c(O)cc(OC)cc6o5)ccc4O)c3o2)cc1,10000.0
2226,CHEMBL453479,COc1ccc(-c2cc(=O)c3c(O)cc(OC)c(-c4cc(-c5cc(=O)c6c(O)cc(O)cc6o5)ccc4OC)c3o2)cc1,10000.0
2227,CHEMBL378516,COc1ccc(-c2cc(=O)c3c(O)cc(OC)c(-c4cc(-c5cc(=O)c6c(O)cc(OC)cc6o5)ccc4OC)c3o2)cc1,10000.0
2228,CHEMBL220741,O=C1C[C@@H](c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)Oc2cc(O)cc(O)c21,750.0
2229,CHEMBL1208905,COc1ccc([C@@H]2CC(=O)c3c(cc(OC)c(C)c3O)O2)cc1-c1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,350.0
2230,CHEMBL63677,O=c1cc(-c2ccc(O)c(-c3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)c2)oc2cc(O)cc(O)c12,10000.0
2231,CHEMBL1208973,O=c1cc(-c2ccc(O)cc2)oc2c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c(O)cc(O)c12,10000.0
2232,CHEMBL291426,O=c1cc(-c2ccc(Oc3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)cc2)oc2cc(O)cc(O)c12,10000.0
2233,CHEMBL1209420,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3CC4CCC3C4)c2)CC1,1900.0
2234,CHEMBL1209419,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3CC4CC3CO4)c2)CC1,2400.0
2235,CHEMBL1209418,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3COCCO3)c2)CC1,4000.0
2236,CHEMBL1209358,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCCCO3)c2)CC1,1700.0
2237,CHEMBL1209357,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3(C)CCCO3)c2)CC1,580.0
2238,CHEMBL1209356,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCCO3)c2)CC1,580.0
2239,CHEMBL1209355,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3CCCOCC3)c2)CCCCC1,700.0
2240,CHEMBL1209286,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCOCOC3)c2)CCCCC1,560.0
2241,CHEMBL1209285,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3CCCOCC3=O)c2)CCCCC1,750.0
2242,CHEMBL1209284,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3CCCNC3=O)c2)CCCCC1,1000.0
2243,CHEMBL1209223,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3CCOCC3=O)c2)CCCCC1,1300.0
2244,CHEMBL1209222,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3CCCCC3=O)c2)CCCCC1,250.0
2245,CHEMBL1209221,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3C(=O)C4CCC3C4)c2)CCCCC1,340.0
2246,CHEMBL1209168,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCCCC3)c2)CCCCC1,10000.0
2247,CHEMBL1209167,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCCC3=O)c2)CCCCC1,800.0
2248,CHEMBL1209166,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3CCNC3=O)c2)CCCCC1,1400.0
2249,CHEMBL1209165,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3CCOC3=O)c2)CCCCC1,1300.0
2250,CHEMBL1209107,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N3CCCC3=O)c2)CCCCC1,820.0
2251,CHEMBL1209106,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCOC3)c2)CCCCC1,88.0
2252,CHEMBL1209105,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCCO3)c2)CCCCC1,180.0
2253,CHEMBL1209104,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCCC3)c2)CCCCC1,940.0
2254,CHEMBL1209057,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-n3nccn3)c2)CCCCC1,7700.0
2255,CHEMBL1209056,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-n3ccnc3)c2)CCCCC1,1600.0
2256,CHEMBL1209055,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-c3cscn3)c2)CCCCC1,110.0
2257,CHEMBL1209054,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-c3cccs3)c2)CCCCC1,370.0
2258,CHEMBL1208999,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-c3ccsc3)c2)CCCCC1,44.0
2259,CHEMBL1208998,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-c3ccoc3)c2)CCCCC1,120.0
2260,CHEMBL1208997,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-c3ccco3)c2)CCCCC1,1100.0
2262,CHEMBL1208936,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(S(C)(=O)=O)c2)CCCCC1,720.0
2263,CHEMBL1208935,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)CO)c2)CCCCC1,260.0
2264,CHEMBL1208934,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C#N)c2)CCCCC1,6200.0
2265,CHEMBL1208933,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C#N)c2)CCCCC1,166.0
2266,CHEMBL1208874,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N(C)C)c2)CCCCC1,410.0
2267,CHEMBL1208873,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(CC(C)C)c2)CCCCC1,810.0
2268,CHEMBL1208872,CCC(C)(C)c1cccc(C2(NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,130.0
2269,CHEMBL1208871,C/C=C(\C)c1cccc(C2(NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,380.0
2270,CHEMBL1209894,C=C(C)c1cccc(C2(NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,100.0
2271,CHEMBL1209893,CCc1cccc(C2(NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,690.0
2272,CHEMBL1208803,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2ccccc2)CCCCC1,10000.0
2273,CHEMBL1209892,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(I)c2)CCCCC1,460.0
2277,CHEMBL1214157,O=C(Cc1ccccc1Cl)Nc1cc(Br)ccc1OCCN1CCCCC1,44250.0
2278,CHEMBL1214158,O=C(Cc1ccccc1Cl)Nc1cc(Br)ccc1OCCNC1CCCCC1,42820.0
2279,CHEMBL1214214,CCCCCCNCCOc1ccc(Br)cc1NC(=O)Cc1ccccc1Cl,29400.0
2280,CHEMBL1214215,O=C(Cc1ccccc1Cl)Nc1cc(Br)ccc1OCCNCCCCCO,42460.0
2281,CHEMBL1214216,O=C(Cc1ccccc1Cl)Nc1cc(Br)ccc1OCCNC1CC1,37630.0
2282,CHEMBL1214217,NCCCCCCNCCOc1ccc(Br)cc1NC(=O)Cc1ccccc1Cl,27850.0
2283,CHEMBL1214218,NCCCNCCOc1ccc(Br)cc1NC(=O)Cc1ccccc1Cl,45250.0
2284,CHEMBL1224769,CC(C)C(/C=C\[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H](OS(=O)(=O)[O-])[C@H]4C[C@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])C[C@]4(C)[C@H]3CC[C@@]21C)C(C)C.[Na+].[Na+].[Na+],1200.0
2285,CHEMBL1221921,COn1c(-c2ccccc2)nc2ncccc21,928000.0
2286,CHEMBL269158,Nc1nc2ccc(Cl)cc2[nH]1,731000.0
2287,CHEMBL1221922,Nc1nc2cc(Cl)ccc2n1CCCO,770000.0
2288,CHEMBL1221923,Clc1cccc(-c2cnc3ncccn23)c1,862000.0
2289,CHEMBL1221924,c1cnc2ncc(-c3ccncc3)n2c1,1008000.0
2290,CHEMBL1221925,O=C1c2ccccc2C(=O)C1(O)O,776000.0
2291,CHEMBL1221976,Nc1nc2cc(Cl)ccc2n1CCCC(=O)NCc1ccccc1,1403000.0
2292,CHEMBL1221977,CN(C(=O)CCCn1c(N)nc2cc(Cl)ccc21)C1CCCCC1,26000.0
2293,CHEMBL1221978,CC(C)NC(=O)CCCn1c(N)nc2cc(Cl)ccc21,193000.0
2294,CHEMBL1221979,Nc1nc2cc(Cl)ccc2n1CCCC(=O)NCCN1CCOCC1,827000.0
2295,CHEMBL1222029,Nc1nc2cc(Cl)ccc2n1CCCC(=O)NCCC1CCNC1,444000.0
2296,CHEMBL1222030,Nc1nc2cc(Cl)ccc2n1CCCC(=O)NCc1ccccn1,426000.0
2297,CHEMBL1222031,Nc1nc2cc(Cl)ccc2n1CCCC(=O)NCC1CCCCC1,83000.0
2298,CHEMBL1222032,CN1CCC(NC(=O)CCCn2c(N)nc3cc(Cl)ccc32)CC1,325000.0
2299,CHEMBL1222033,Nc1nc2cc(Cl)ccc2n1CCCC(=O)NCc1cccc(F)c1,249000.0
2300,CHEMBL1222034,Nc1nc2cc(Cl)ccc2n1CCCC(=O)NCC1CC1,2854000.0
2301,CHEMBL1222139,CN(Cc1cccc(F)c1)C(=O)CCCn1c(N)nc2cc(Cl)ccc21,194000.0
2302,CHEMBL1222140,CN(CC1CCCCC1)C(=O)CCCn1c(N)nc2cc(Cl)ccc21,59000.0
2303,CHEMBL1222141,CC[C@H](CC(=O)NCc1ccccc1)n1c(N)nc2cc(Cl)ccc21,516000.0
2304,CHEMBL1222142,CC[C@@H](CC(=O)NCc1ccccc1)n1c(N)nc2cc(Cl)ccc21,72000.0
2305,CHEMBL1222143,CC(C)C[C@H](CC(=O)NC(C)C)n1c(N)nc2cc(Cl)ccc21,1000000.0
2306,CHEMBL1222235,CC(C)C[C@@H](CC(=O)NC(C)C)n1c(N)nc2cc(Cl)ccc21,246000.0
2307,CHEMBL1222236,CC[C@@H](CC(=O)NC(C)C)n1c(N)nc2cc(Cl)ccc21,695000.0
2308,CHEMBL1222237,CC[C@@H](CC(=O)NCCN1CCOCC1)n1c(N)nc2cc(Cl)ccc21,440000.0
2309,CHEMBL1222238,CC[C@@H](CC(=O)NCC1CC1)n1c(N)nc2cc(Cl)ccc21,243000.0
2310,CHEMBL1222239,CC[C@@H](CC(=O)NCCC1CCNC1)n1c(N)nc2cc(Cl)ccc21,270000.0
2311,CHEMBL1222240,CC[C@@H](CC(=O)NCC1CCCCC1)n1c(N)nc2cc(Cl)ccc21,7000.0
2312,CHEMBL1222297,CC[C@@H](CC(=O)N(C)CC1CCCCC1)n1c(N)nc2cc(Cl)ccc21,375000.0
2313,CHEMBL1222298,CC[C@@H](CC(=O)NCC1CCOCC1)n1c(N)nc2cc(Cl)ccc21,1000000.0
2314,CHEMBL1222299,CC[C@@H](CC(=O)NCc1ccccn1)n1c(N)nc2cc(Cl)ccc21,1000000.0
2315,CHEMBL1222300,CC[C@@H](CC(=O)NC1C2CC3CC(C2)CC1C3)n1c(N)nc2cc(Cl)ccc21,8900.0
2316,CHEMBL1222301,CC[C@@H](CC(=O)NCCC(C)(C)C)n1c(N)nc2cc(Cl)ccc21,95000.0
2317,CHEMBL1221421,CC[C@@H](CC(=O)NCc1cccc(F)c1)n1c(N)nc2cc(Cl)ccc21,340000.0
2318,CHEMBL1222365,CC[C@@H](CC(=O)NCc1ccc(F)cc1)n1c(N)nc2cc(Cl)ccc21,264000.0
2319,CHEMBL1222366,CC[C@@H](CC(=O)N[C@@H](COC(C)(C)C)C(=O)OC)n1c(N)nc2cc(Cl)ccc21,168000.0
2320,CHEMBL1222367,CC[C@@H](CC(=O)N[C@H](COC(C)(C)C)C(=O)OC)n1c(N)nc2cc(Cl)ccc21,75000.0
2321,CHEMBL1222368,CC[C@@H](CC(=O)N[C@@H](COC(C)(C)C)C(=O)O)n1c(N)nc2cc(Cl)ccc21,87000.0
2322,CHEMBL1221453,CC(C)C[C@@H](CC(=O)NCc1ccccn1)n1c(N)nc2cc(Cl)ccc21,235000.0
2323,CHEMBL1221454,CC(C)C[C@@H](CC(=O)NCc1cccc(F)c1)n1c(N)nc2cc(Cl)ccc21,54000.0
2327,CHEMBL1257530,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(CC(C)(C)C)c2)CCCCC1,2100.0
2328,CHEMBL1257531,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(F)cc(C(C)(C)C)c2)CCCCC1,46.0
2329,CHEMBL1257649,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(Br)cc(C(C)(C)C)c2)CCCCC1,174.0
2330,CHEMBL1257650,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(I)cc(C(C)(C)C)c2)CCCCC1,223.0
2331,CHEMBL1257772,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(C)cc(C(C)(C)C)c2)CCCCC1,180.0
2332,CHEMBL1257773,COc1cc(C(C)(C)C)cc(C2(NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,77.0
2333,CHEMBL1257891,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(O)cc(C(C)(C)C)c2)CCCCC1,170.0
2334,CHEMBL1257892,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(N)cc(C(C)(C)C)c2)CCCCC1,318.0
2335,CHEMBL1258001,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(NS(C)(=O)=O)cc(C(C)(C)C)c2)CCCCC1,93.0
2336,CHEMBL1258119,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(C(C)=O)cc(C(C)(C)C)c2)CCCCC1,160.0
2337,CHEMBL1258120,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2ccc(Br)c(C(C)(C)C)c2)CCCCC1,6900.0
2338,CHEMBL1258233,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccs2)CCCCC1,30000.0
2339,CHEMBL1258234,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2ccc(C(C)C)s2)CCCCC1,4010.0
2340,CHEMBL1258352,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2csc(C(C)C)c2)CCCCC1,320.0
2341,CHEMBL1258353,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(C(C)C)cs2)CCCCC1,352.0
2342,CHEMBL1258466,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(C(C)(C)C)cs2)CCCCC1,104.0
2343,CHEMBL1258467,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(CC(C)(C)C)cs2)CCCCC1,131.0
2344,CHEMBL1258575,C#Cc1csc(C2(NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,4316.0
2345,CHEMBL1258576,CCc1csc(C2(NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,1740.0
2346,CHEMBL1258686,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(C(C)(C)C)no2)CCCCC1,4457.0
2347,CHEMBL1258687,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(CC(C)(C)C)no2)CCCCC1,139.0
2348,CHEMBL1258802,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2ncc(C(C)(C)C)o2)CCCCC1,1580.0
2349,CHEMBL1258803,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2nc(C(C)(C)C)co2)CCCCC1,137800.0
2350,CHEMBL1258917,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cnn(C(C)(C)C)c2)CCCCC1,1840.0
2351,CHEMBL1258918,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cnn(CC(C)(C)C)c2)CCCCC1,210.0
2352,CHEMBL1257184,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cn(C[Si](C)(C)C)nn2)CCCCC1,154.0
2353,CHEMBL1257185,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cn(C34CC5CC(CC(C5)C3)C4)nn2)CCCCC1,392.0
2354,CHEMBL1257302,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(C(C)(C)C)ncn2)CCCCC1,2430.0
2355,CHEMBL1257303,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CC1,140.0
2356,CHEMBL1257417,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(CC(C)(C)C)c2)CC1,341.0
2357,CHEMBL1257418,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(C(C)(C)C)ccn2)CC1,640.0
2358,CHEMBL1257532,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cncc(CC(C)(C)C)c2)CC1,780.0
2359,CHEMBL1257533,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(CC(C)(C)C)c[n+]([O-])c2)CC1,720.0
2360,CHEMBL1257651,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2ccc(CC(C)(C)C)s2)CC1,1620.0
2361,CHEMBL1230648,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(CC(C)(C)C)cs2)CC1,470.0
2362,CHEMBL1257774,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2ncc(C(C)(C)C)o2)CC1,4900.0
2363,CHEMBL1257775,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2nc(C(C)(C)C)co2)CC1,42880.0
2364,CHEMBL1257893,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2nc(CC(C)(C)C)cs2)CC1,9360.0
2365,CHEMBL1257894,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2csc(CC(C)(C)C)n2)CC1,3050.0
2366,CHEMBL1258002,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cnn(CC(C)(C)C)c2)CC1,346.0
2367,CHEMBL1258003,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2ccn(CC(C)(C)C)n2)CC1,870.0
2368,CHEMBL1258121,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cn(CC(C)(C)C)nn2)CC1,450.0
2369,CHEMBL1270459,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@]1(c2cccc(C(C)(C)C(F)F)c2)C[C@H]1C,1700.0
2370,CHEMBL1270458,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CCC1,610.0
2371,CHEMBL1270363,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(CF)CF)c2)CC1,390.0
2372,CHEMBL1270362,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C(F)F)c2)CC1,230.0
2373,CHEMBL1270263,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)CF)c2)CC1,290.0
2374,CHEMBL1270262,C=C(c1cccc(C2(NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(C)=O)CC2)c1)C(F)(F)F,1300.0
2375,CHEMBL1270164,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCOC3)c2)CC1,760.0
2376,CHEMBL1270163,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-n3cccn3)c2)CC1,980.0
2379,CHEMBL1269949,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC(C)(C)c1cccc(C(C)(C)C)c1,200.0
2380,CHEMBL1269948,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(C(C)(C)C)c1,1300.0
2381,CHEMBL1269841,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCOC3)c2)CCOCC1,290.0
2382,CHEMBL1269840,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-n3cccn3)c2)CCOCC1,110.0
2388,CHEMBL1270884,O=C(CSc1nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc2s1)Nc1ccccc1,120.0
2389,CHEMBL1271091,O=C(CSc1nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc2s1)NCc1ccco1,690.0
2390,CHEMBL1270780,O=C(CSc1nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc2s1)NCc1ccccc1,1700.0
2391,CHEMBL1270883,CCOC(=O)CSc1nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc2s1,1770.0
2392,CHEMBL1269608,COc1ccc(CCNC(=O)CSc2nc3ccc(Nc4nc(N5CCCCC5)nc(N5CCCCC5)n4)cc3s2)cc1OC,2800.0
